计算机	专业或业务能力
Shell编程	计算机与互联网应用能力
责任感	工程职业道德
服务意识	分析能力
团队合作意识	团队协作能力
问题分析	分析能力
解决能力	问题解决能力
沟通能力	人际交往能力
沟通协作	团队协作能力
计算机	专业或业务能力
电子	专业或业务能力
通信	专业或业务能力
C/C++	计算机与互联网应用能力
JAVA	计算机与互联网应用能力
代码架构能力	专业或业务能力
图形渲染开发经验	专业或业务能力
团队合作	团队协作能力
沟通能力	人际交往能力
学习能力	自学能力
解决问题能力	问题解决能力
Linux	计算机与互联网应用能力
JAVA	计算机与互联网应用能力
python	计算机与互联网应用能力
沟通能力	人际交往能力
协作精神	团队协作能力
C/C++编程	计算机与互联网应用能力
网络编程	计算机与互联网应用能力
激情	自学能力
创造力	自学能力
学习能力	自学能力
沟通能力	人际交往能力
团队合作能力	团队协作能力
分析问题	分析能力
解决问题的能力	问题解决能力
求知欲	自学能力
技术领悟能力	分析能力
C++	计算机与互联网应用能力
技术攻关能力	自学能力
自驱力	自学能力
主动学习的能力	自学能力
独立解决问题能力	问题解决能力
逻辑思维能力	分析能力
逻辑思维能力	分析能力
3D引擎开发经验	专业或业务能力
软件开发语言	计算机与互联网应用能力
C/C++	计算机与互联网应用能力
Python	计算机与互联网应用能力
Go	计算机与互联网应用能力
分析能力	分析能力
定位问题	分析能力
解决问题	问题解决能力
沟通能力	人际交往能力
软件开发	专业或业务能力
C/C++	计算机与互联网应用能力
Python	计算机与互联网应用能力
Go	计算机与互联网应用能力
C/C++编程	计算机与互联网应用能力
网络编程	计算机与互联网应用能力
激情	自学能力
创造力	自学能力
学习能力	自学能力
沟通能力	人际交往能力
团队合作能力	团队协作能力
分析问题	分析能力
解决问题的能力	问题解决能力
求知欲	自学能力
技术领悟能力	分析能力
测试工作	专业或业务能力
沟通能力	人际交往能力
抗压能力	情绪管理能力
解决问题	问题解决能力
脚本开发经验	专业或业务能力
学习能力	自学能力
计算机	专业或业务能力
软件	专业或业务能力
计算机	专业或业务能力
软件开发	专业或业务能力
C/C++	计算机与互联网应用能力
Python	计算机与互联网应用能力
编程语言	计算机与互联网应用能力
团队合作精神	团队协作能力
协调	团队协作能力
推动解决能力	问题解决能力
抗压能力	情绪管理能力
理工科	专业或业务能力
计算机	专业或业务能力
医护	专业或业务能力
团队合作	团队协作能力
测试工作	专业或业务能力
沟通能力	人际交往能力
抗压能力	情绪管理能力
解决问题	问题解决能力
脚本开发经验	专业或业务能力
学习能力	自学能力
计算机	专业或业务能力
C/C++	计算机与互联网应用能力
Java	计算机与互联网应用能力
Python	计算机与互联网应用能力
机器学习	专业或业务能力
强化学习	专业或业务能力
深度学习	专业或业务能力
动手	自学能力
快速学习能力	自学能力
责任心	工程职业道德
沟通能力	人际交往能力
计算机基	专业或业务能力
沟通能力	人际交往能力
表述能力	人际交往能力
团队合作能力	团队协作能力
责任心	工程职业道德
团队合作能力	团队协作能力
沟通能力	人际交往能力
计算机	专业或业务能力
互联网业务开发	专业或业务能力
逻辑思维能力	分析能力
沟通能力	人际交往能力
C/C++	计算机与互联网应用能力
网络开发	专业或业务能力
计算机	专业或业务能力
主见	自学能力
自驱力	自学能力
主动思考	分析能力
逻辑性强	分析能力
学习能力	自学能力
创造	问题解决能力
解决问题	问题解决能力
执行力	实干与执行能力
计算机	专业或业务能力
软件	专业或业务能力
计算机	专业或业务能力
软件技术基础	专业或业务能力
团队合作精神	团队协作能力
协调沟通	团队协作能力
推动解决能力	问题解决能力
计算机	专业或业务能力
计算机	专业或业务能力
Unix	计算机与互联网应用能力
Linu	计算机与互联网应用能力
沟通能力	人际交往能力
团队合作精神	团队协作能力
计算机	专业或业务能力
Node	计算机与互联网应用能力
沟通能力	人际交往能力
团队协作能力	团队协作能力
学习能力	自学能力
思考	自学能力
计算机	专业或业务能力
数学	专业或业务能力
统计	专业或业务能力
数据研发	专业或业务能力
